ssx10maa01cp001,ssx10maa01ct001,ssx10lbg40cp920,ssx10mag10cp930,ssx10lca10ct001,ssx10lbg11cp920,ssx10lca20cf001,ssx10pab10cf001,ssx10pab30cf001,ssx10pab10ct001,ssx10pab30ct001,ssx10pab20ct001,ssx10pab60ct001,ssxtg_2ce003
10.2898262223597,43.8625458478809,30.3263860704093,54.9366486758759,45.2002916152925,3494.93079911683,0.0383139803225523,103.961800386856,44.4309588682745,29.8360262390569,6.22398837613441,214.882703647838,488.387357256590,3479.94275491448,2024-07-09 09:06:49.574550
10.2906100277196,43.8643489815134,30.3263384775378,54.9378203300534,45.1932314626659,3494.92468879448,0.0380146916233957,103.967247026941,44.4308629058805,29.8359650745477,6.22436599695330,215.070523500709,488.394574813229,3479.93655800354,2024-07-09 09:06:50.298665
10.2909658961786,43.8656236354294,30.3263020737336,54.9340927042808,45.1875442283101,3494.92102904924,0.0377090415560755,103.972879635343,44.4308584395433,29.8359182971553,6.22402584058177,215.717287632723,488.463198631685,3479.93283106846,2024-07-09 09:06:51.014577
10.2911089783385,43.8666780589195,30.3262684612094,54.9307029638384,45.1820938842929,3494.91867484130,0.0374132367419629,103.976235341717,44.4308796226355,29.8358751123124,6.22340349439198,215.764473104340,488.554968476948,3479.93040866306,2024-07-09 09:06:51.733568
10.2910504015268,43.8679958457928,30.3262180266964,54.9273780530416,45.1735464716726,3494.91698528284,0.0370020046323620,103.982369426248,44.4309186325936,29.8358103250401,6.22253238180241,216.301290602736,488.705286649304,3479.92860467652,2024-07-09 09:06:52.454688
10.2909130770170,43.8686874481222,30.3261843944009,54.9280110074265,45.1675987784968,3494.91695391176,0.0367712973542127,103.978211776482,44.4309319024175,29.8357671280095,6.22219587952421,217.267834018833,488.812149008317,3479.92849045913,2024-07-09 09:06:53.177328
10.2907591283034,43.8694440816327,30.3261367397851,54.9330163102592,45.1588424822209,3494.91793546170,0.0348024037495088,103.982584817931,44.4309275650185,29.8357059286649,6.22218046297176,217.636333174073,488.940675593251,3479.92935402401,2024-07-09 09:06:53.890721
10.2907506625988,43.8698970738452,30.3261002940429,54.9376442386743,45.1518842302962,3494.91910733985,0.0331701965079576,103.991087922448,44.4309155005221,29.8356591295345,6.22236796425006,217.617298178493,489.008498384149,3479.93044188746,2024-07-09 09:06:54.608988
10.2908177431172,43.8702578595139,30.3260666502475,54.9424044205873,45.1452778130797,3494.92030563169,0.0322425409144853,103.995585650963,44.4309073125754,29.8356159321152,6.22253540793678,218.442130078311,489.049897325033,3479.93157029044,2024-07-09 09:06:55.322423
10.2909003381500,43.8707365801172,30.3260161819443,54.9412586695384,45.1350164248833,3494.92225054326,0.0307055381304218,104.002540603931,44.4309092982224,29.8355511390936,6.22262477600357,219.078291826032,489.083593473643,3479.93342284506,2024-07-09 09:06:56.041449
10.2908770106950,43.8710074717206,30.3259825332482,54.9432651820025,45.1279503306591,3494.92380823142,0.0294282182395822,104.010169071109,44.4309135807353,29.8355079439827,6.22261090484562,219.830778442403,489.096367517441,3479.93492224857,2024-07-09 09:06:56.758040
10.2908053737276,43.8712286912669,30.3259488813435,54.9426221373774,45.1207068949496,3494.92566320231,0.0287484127442702,104.017115211703,44.4309125450029,29.8354647480509,6.22258587527676,220.260142088669,489.105335901127,3479.93671951110,2024-07-09 09:06:57.471680
10.2906912717239,43.8714674544340,30.3258983983253,54.9423444930926,45.1095200097941,3494.92892392595,0.0272538700976681,104.019490353964,44.4308947474262,29.8353999530445,6.22245393835744,221.073106560287,489.113871763467,3479.93989626010,2024-07-09 09:06:58.187421
10.2906280036623,43.8715805919959,30.3258647408844,54.9406795001862,45.1018567242160,3494.93127141255,0.0262830155847856,104.008929532536,44.4308747901003,29.8353567567899,6.22223716399340,221.528582214328,489.116469563708,3479.94219172369,2024-07-09 09:06:58.902353
10.2905173887874,43.8716916546022,30.3258170574426,54.9399316107287,45.0907317224225,3494.93475733587,0.0252889316994180,103.995772668705,44.4308368388987,29.8352955630681,6.22206720124073,222.320054416034,489.125918756243,3479.94560857590,2024-07-09 09:06:59.620580
10.2904352528555,43.8717404651710,30.3257805921702,54.9415113833594,45.0820220596462,3494.93753474942,0.0242621082728299,103.994264758728,44.4307988363790,29.8352487684714,6.22212762326318,222.720259010169,489.138218099194,3479.94833643842,2024-07-09 09:07:00.342471
10.2903783179688,43.8717854389194,30.3257132706333,54.9411038246001,45.0655125747504,3494.94269645752,0.0232118725482520,103.988664997075,44.4307178054681,29.8351623813219,6.22223036987942,223.340084766023,489.151925721896,3479.95341745233,2024-07-09 09:07:01.669862
10.2903148468048,43.8718078350253,30.3256627797229,54.9404785591984,45.0527884759834,3494.94649684878,0.0218930692966105,103.979358383938,44.4306563752606,29.8350975937932,6.22218280748923,223.681633618885,489.159296170204,3479.95716614694,2024-07-09 09:07:02.385079
10.2902506578274,43.8718095961468,30.3256291189588,54.9419374816915,45.0441545187156,3494.94905633508,0.0215483652374542,103.976673178670,44.4306113166019,29.8350544027642,6.22213248030221,223.958160955992,489.164791899022,3479.95969265895,2024-07-09 09:07:03.101670
10.2901521280840,43.8717937769639,30.3255814332013,54.9429683036821,45.0317329058726,3494.95268843548,0.0204379296182091,103.976955813968,44.4305405280680,29.8349932165135,6.22209236435276,224.167519649652,489.173208945931,3479.96328070365,2024-07-09 09:07:03.815936
10.2900830855183,43.8717680166216,30.3255449684233,54.9404607126374,45.0220905590850,3494.95544124012,0.0199620101914655,103.973875322715,44.4304805638356,29.8349464281555,6.22211236452619,224.427938737143,489.179911887152,3479.96600168600,2024-07-09 09:07:04.539318
10.2900107488409,43.8717374602123,30.3255113095693,54.9425880336596,45.0130881355362,3494.95793703066,0.0197518529703227,103.981791605215,44.4304218302854,29.8349032399258,6.22212764072842,224.798545815703,489.185290326554,3479.96846993984,2024-07-09 09:07:05.258327
